ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-641334,MapQuest,241,3,11/8/2019 6:33,11/8/2019 7:03,39.00436,-94.356865,,,0,Right lane blocked due to accident on I-470 Northbound at Lakewood Blvd.,,I-470 S,R,Lees Summit,Jackson,MO,64064,US,US/Central,KLXT,11/8/2019 6:53,23,15,60,29.4,10,SE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-641335,MapQuest,201,2,11/8/2019 7:53,11/8/2019 9:23,39.183113,-94.593033,,,0,Right hand shoulder blocked due to accident on I-29 Southbound at Exits 2A 2B US-169.,,US-169 S,R,Kansas City,Clay,MO,64118,US,US/Central,KMKC,11/8/2019 7:54,28,23,56,29.67,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-641340,MapQuest,201,3,11/8/2019 15:19,11/8/2019 15:48,39.173393,-94.559669,,,0,Right lane blocked due to accident on I-29 Northbound at Exit 1A Davidson Rd.,,I-29 S,R,Kansas City,Clay,MO,64116,US,US/Central,KMKC,11/8/2019 14:54,44,39,35,29.49,10,S,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-641341,MapQuest,201,3,11/8/2019 15:49,11/8/2019 16:19,38.779041,-90.359695,,,0,2 left lane closed due to accident on I-270 Eastbound before Exit 25 US-67 Lindbergh Blvd.,,N Lindbergh Blvd,R,Hazelwood,St. Louis County,MO,63042,US,US/Central,KSTL,11/8/2019 15:51,37,32,37,29.71,10,E,7,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-641342,MapQuest,201,3,11/8/2019 16:03,11/8/2019 17:23,38.83012,-91.016937,,,0,Accident on I-70 Eastbound near Exit 200 MO-F.,,I-70 E,R,Wright City,Warren,MO,63390,US,US/Central,KFYG,11/8/2019 15:55,39,39,39,29.83,10,ESE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-641343,MapQuest,201,3,11/8/2019 16:40,11/8/2019 17:09,38.857601,-94.528183,,,0,Left lane blocked due to accident on I-49 Southbound after Exit 177 MO-150.,,I-49 S,R,Kansas City,Jackson,MO,64147,US,US/Central,KOJC,11/8/2019 16:53,40,33,45,29.06,10,S,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-641344,MapQuest,201,3,11/8/2019 17:10,11/8/2019 18:09,39.096375,-94.551498,,,0,Right hand shoulder blocked due to accident on I-70 Eastbound before Prospect Ave.,,Prospect Ave,R,Kansas City,Jackson,MO,64127,US,US/Central,KMKC,11/8/2019 16:54,43,37,37,29.43,10,S,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-641345,MapQuest,201,3,11/8/2019 17:10,11/8/2019 18:09,39.095718,-94.553574,,,0.360000014,Exit ramp from I-70 Eastbound to E 14th St lane blocked due to accident.,,I-70 E,R,Kansas City,Jackson,MO,64127,US,US/Central,KMKC,11/8/2019 16:54,43,37,37,29.43,10,S,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-641346,MapQuest,201,3,11/8/2019 17:54,11/8/2019 18:38,39.176651,-94.56266,,,0.839999974,Exit ramp from I-29 Southbound to I-35 Northbound lane blocked due to accident.,,I-29 S,R,Kansas City,Clay,MO,64116,US,US/Central,KMKC,11/8/2019 17:54,40,35,43,29.42,10,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-641347,MapQuest,406,3,11/8/2019 18:23,11/8/2019 19:49,38.94241,-94.536331,,,0.5,Entry ramp to US-71 Northbound at Exits 70 71A 71B from I-435 anticlockwise closed due to accident.,,I-435 S,R,Kansas City,Jackson,MO,64137,US,US/Central,KLXT,11/8/2019 18:53,39,32,43,29.16,10,S,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-642915,MapQuest,201,3,11/9/2019 7:08,11/9/2019 11:25,38.672535,-90.449135,,,0,4 right lane blocked due to accident on I-270 Southbound after Exit 14 MO-340 Olive Blvd.,,I-270 N,R,Saint Louis,St. Louis County,MO,63141,US,US/Central,KSTL,11/9/2019 6:51,34,29,61,29.45,10,S,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642916,MapQuest,201,3,11/9/2019 13:16,11/9/2019 14:15,38.670197,-90.599274,,,0,Right lane closed due to accident on I-64 Westbound after Exit 17 Boone's Crossing St.,,I-64 E,R,Chesterfield,St. Louis County,MO,63005,US,US/Central,KSUS,11/9/2019 12:54,60,60,38,29.49,10,SW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642917,MapQuest,201,2,11/9/2019 14:52,11/9/2019 16:36,38.696266,-90.408737,,,0,Left lane closed due to accident on US-67 Lindbergh Blvd Southbound at MO-D.,,Page Ave,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,11/9/2019 14:51,63,63,34,29.32,10,SSW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642918,MapQuest,201,3,11/9/2019 16:23,11/9/2019 17:25,38.723728,-90.660172,,,1.450000048,Restrictions due to accident on MO-94 Westbound from Wolfrum Rd to Breeze Dr. No recent updates.,,S Highway 94,R,Saint Charles,St. Charles,MO,63304,US,US/Central,KSUS,11/9/2019 15:54,62,62,38,29.47,10,WSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642919,MapQuest,201,3,11/9/2019 17:19,11/9/2019 19:00,38.600849,-90.313026,,,0,Right lane blocked due to accident on I-44 Eastbound after Exit 283 Shrewsbury Ave.,,I-44 E,R,Saint Louis,St. Louis City,MO,63139,US,US/Central,KCPS,11/9/2019 16:53,56,56,47,29.53,10,S,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-642920,MapQuest,201,2,11/9/2019 18:36,11/9/2019 19:45,38.6334,-90.304321,,,0.469999999,Accident on entry ramp to I-64 Eastbound from Clayton Rd Eastbound. No recent updates.,6201,Clayton Rd,L,Saint Louis,St. Louis City,MO,63105,US,US/Central,KSTL,11/9/2019 18:51,52,52,54,29.33,10,SSW,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-642922,MapQuest,201,3,11/9/2019 20:44,11/9/2019 22:17,38.63866,-90.482506,,,0,2 right lane blocked due to accident on I-64 Westbound at Exit 24 Mason Rd.,,I-64 W,R,Chesterfield,St. Louis County,MO,63017,US,US/Central,KSUS,11/9/2019 20:54,41,41,82,29.48,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-642923,MapQuest,201,2,11/9/2019 21:01,11/9/2019 22:08,37.959511,-90.549698,,,0,Accident on US-67 at Cash Ln. No recent updates.,,US Highway 67,R,Bonne Terre,St. Francois,MO,63628,US,US/Central,KFAM,11/9/2019 20:56,44,40,73,29.03,10,S,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-642940,MapQuest,201,3,11/9/2019 7:46,11/9/2019 9:16,39.039173,-94.341591,,,0,Right lane blocked due to accident on I-70 Eastbound after Exit 17 Little Blue Pkwy.,,I-70 W,R,Independence,Jackson,MO,64057,US,US/Central,KLXT,11/9/2019 7:53,39,31,65,28.99,10,SW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642941,MapQuest,201,2,11/9/2019 8:25,11/9/2019 8:54,39.044872,-94.387665,,,0,Right hand shoulder blocked due to accident on I-70 Eastbound before Exit 14 Lees Summit Rd.,,I-70 W,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,11/9/2019 8:53,43,37,58,28.99,10,WSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642942,MapQuest,203,3,11/9/2019 9:20,11/9/2019 11:20,39.129925,-94.498756,,,0,Right hand shoulder blocked due to multi-vehicle accident on I-435 Northbound after Exit 57 Front St.,,E Front St,R,Kansas City,Jackson,MO,64120,US,US/Central,KMKC,11/9/2019 8:54,43,38,58,29.26,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642943,MapQuest,201,3,11/9/2019 11:59,11/9/2019 13:28,39.033367,-94.36132,,,0,Right lane closed due to accident on I-470 Northbound before Exit 16A US-40.,,E US Highway 40,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,11/9/2019 11:53,56,56,42,28.97,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642944,MapQuest,201,2,11/9/2019 14:36,11/9/2019 15:05,38.998001,-94.555382,,,0,Right lane closed due to accident on US-71 Bruce R Watkins Dr Northbound at Gregory Blvd.,,E Gregory Blvd,R,Kansas City,Jackson,MO,64132,US,US/Central,KMKC,11/9/2019 14:54,66,66,32,29.16,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642946,MapQuest,201,2,11/9/2019 14:37,11/9/2019 16:06,39.106819,-94.58886,,,0,Right hand shoulder blocked due to accident on I-35 Northbound at Exit 2Y US-169 6th St.,,I-70 E,R,Kansas City,Jackson,MO,64105,US,US/Central,KMKC,11/9/2019 14:54,66,66,32,29.16,10,S,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642948,MapQuest,201,3,11/9/2019 15:09,11/9/2019 16:38,38.961929,-93.206741,,,0,Accident on I-70 Eastbound after Exits 78A 78B US-65.,,I-70 W,R,Marshall,Saline,MO,65340,US,US/Central,KDMO,11/9/2019 14:53,61,61,41,29.03,10,SW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-642950,MapQuest,201,2,11/9/2019 19:28,11/9/2019 20:30,39.000828,-93.735374,,,0,Accident on I-70 Eastbound after Exit 49 MO-13. No recent updates.,,S Highway 13,R,Higginsville,Lafayette,MO,64037,US,US/Central,KRCM,11/9/2019 19:35,,,,,,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-642951,MapQuest,201,3,11/9/2019 21:46,11/9/2019 22:18,39.091553,-94.542809,,,0,Left lane blocked due to accident on I-70 Westbound at Exits 4B 4C 23rd St.,,I-70 W,R,Kansas City,Jackson,MO,64127,US,US/Central,KMKC,11/9/2019 21:54,55,55,53,29.12,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-642964,MapQuest,201,4,11/9/2019 18:23,11/9/2019 19:40,37.185978,-93.569267,,,8.079999924,Right lane blocked due to accident on I-44 Westbound from Exit 67 MO-N to Exit 61 MO-K. No recent updates.,,State Highway K,R,Republic,Greene,MO,65738,US,US/Central,KSGF,11/9/2019 18:52,50,50,68,28.69,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-643701,MapQuest,201,2,11/10/2019 12:49,11/10/2019 14:18,38.720165,-90.30896,,,0,Right hand shoulder blocked due to accident on I-70 Eastbound at Exits 239 240 241A MO-N.,,I-70 E,R,Saint Louis,St. Louis County,MO,63121,US,US/Central,KSTL,11/10/2019 12:51,64,64,52,29.3,10,NNW,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-643702,MapQuest,201,3,11/10/2019 16:37,11/10/2019 17:43,38.679558,-90.211151,,,0,Right lane closed due to accident on I-70 Eastbound at Exit 246B Adelaide Ave.,,E Adelaide Ave,R,Saint Louis,St. Louis City,MO,63147,US,US/Central,KSTL,11/10/2019 16:51,57,57,59,29.31,9,N,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-643749,MapQuest,201,3,11/10/2019 6:05,11/10/2019 7:59,39.129925,-94.498756,,,0,Accident on I-435 Northbound at Front St.,,E Front St,R,Kansas City,Jackson,MO,64120,US,US/Central,KMKC,11/10/2019 5:54,45,45,82,29.12,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-643750,MapQuest,201,2,11/10/2019 8:21,11/10/2019 11:20,38.861824,-90.223877,,,0,Right hand shoulder blocked due to accident on US-67 Northbound after MO-94.,,US Highway 67,R,West Alton,St. Charles,MO,63386,US,US/Central,KALN,11/10/2019 8:48,50,50,82,29.5,10,SSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-643751,MapQuest,201,3,11/10/2019 8:18,11/10/2019 9:46,39.038151,-94.337471,,,2.359999895,Accident on entry ramp to I-70 Eastbound from S Little Blue Pkwy.,,I-70 E,R,Blue Springs,Jackson,MO,64015,US,US/Central,KLXT,11/10/2019 7:53,48,46,83,28.91,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-643753,MapQuest,201,3,11/10/2019 11:11,11/10/2019 11:40,38.961929,-93.206741,,,0,Accident on I-70 Eastbound before Exits 78A 78B US-65.,,I-70 W,R,Marshall,Saline,MO,65340,US,US/Central,KDMO,11/10/2019 10:53,57,57,64,29.05,10,NW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-643755,MapQuest,203,3,11/10/2019 12:37,11/10/2019 13:37,39.094734,-94.488045,,,0,Left lane closed due to multi-vehicle accident on I-435 Southbound at Exit 60 MO-12.,,I-435 S,R,Kansas City,Jackson,MO,64126,US,US/Central,KMKC,11/10/2019 12:54,59,59,42,29.16,10,E,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-643756,MapQuest,201,2,11/10/2019 13:03,11/10/2019 13:32,39.093742,-94.487747,,,0,Left hand shoulder blocked due to accident on I-435 Northbound at Truman Rd.,,I-435 S,R,Kansas City,Jackson,MO,64126,US,US/Central,KMKC,11/10/2019 12:54,59,59,42,29.16,10,E,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645394,MapQuest,201,2,11/11/2019 7:52,11/11/2019 9:21,38.7444,-90.643333,,,0,Accident on MO-N at Spartan Dr.,,Spartan Dr,R,Saint Charles,St. Charles,MO,63304,US,US/Central,KSUS,11/11/2019 7:54,37,28,89,29.67,2,NNW,16,0,Wintry Mix,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645395,MapQuest,201,2,11/11/2019 7:57,11/11/2019 9:26,38.141762,-90.524307,,,0,Accident on MO-110 at Upper Plattin Rd.,4159,State Route 110,R,De Soto,Jefferson,MO,63020,US,US/Central,KFAM,11/11/2019 7:56,40,34,89,29.1,3,N,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645396,MapQuest,201,2,11/11/2019 8:29,11/11/2019 9:15,38.053211,-90.565201,,,0,Accident on Klondike Rd at MO-E.,14227,State Road E,L,De Soto,Jefferson,MO,63020,US,US/Central,KFAM,11/11/2019 8:05,39,34,93,29.1,2,N,8,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645397,MapQuest,201,3,11/11/2019 8:27,11/11/2019 9:56,38.740028,-90.336494,,,0,Right lane blocked due to accident on I-170 Northbound at Exit 8 Scudder Ave.,,I-170 S,R,Saint Louis,St. Louis County,MO,63134,US,US/Central,KSTL,11/11/2019 8:40,36,28,86,29.51,1,NNW,13,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645398,MapQuest,201,2,11/11/2019 10:03,11/11/2019 13:30,38.743557,-90.529236,,,0,Right lane blocked due to accident on MO-364 Westbound at Exit 14 Upper Bottom Rd.,,MO-364 E,R,Saint Charles,St. Charles,MO,63303,US,US/Central,KSUS,11/11/2019 9:59,34,25,89,29.73,1,NNW,13,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645399,MapQuest,201,3,11/11/2019 10:26,11/11/2019 13:30,38.703159,-90.673203,,,0,Left lane closed due to accident on I-64 Eastbound at Exit 11 Missouri Research Park Cir.,,Research Park Cir,R,Saint Charles,St. Charles,MO,63304,US,US/Central,KSUS,11/11/2019 10:13,33,23,92,29.73,0.5,NNW,16,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645400,MapQuest,201,3,11/11/2019 10:36,11/11/2019 12:25,38.539181,-90.4963,,,0,Left lane closed due to accident on I-44 Westbound at Exit 272 MO-141.,,I-44 W,R,Valley Park,St. Louis County,MO,63088,US,US/Central,KSUS,11/11/2019 10:54,32,23,92,29.76,0.75,N,12,0.03,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645401,MapQuest,246,3,11/11/2019 10:39,11/11/2019 15:26,38.52544,-90.399292,,,0,Three lanes blocked due to accident on I-270 Northbound at Exit 3 MO-30 Gravois Rd.,,I-270 S,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,11/11/2019 10:44,33,22,89,29.76,2,NNW,20,0.09,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645402,MapQuest,201,2,11/11/2019 10:49,11/11/2019 12:25,38.736576,-90.636444,,,0,Left lane blocked due to accident on MO-94 Eastbound at MO-364 Exit 8A.,,MO-94 W,R,Saint Charles,St. Charles,MO,63304,US,US/Central,KSUS,11/11/2019 10:54,32,23,92,29.76,0.75,N,12,0.03,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645403,MapQuest,201,3,11/11/2019 10:55,11/11/2019 11:24,38.549191,-90.425346,,,0,Left lane closed due to accident on I-270 Southbound at I-44.,,I-44 E,R,Saint Louis,St. Louis County,MO,63122,US,US/Central,KSTL,11/11/2019 10:51,31,19,89,29.56,0.5,N,20,0.1,Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645404,MapQuest,201,3,11/11/2019 11:04,11/11/2019 14:24,38.716713,-90.297356,,,0,Right lane blocked due to accident on I-70 Westbound at Exit 241A Stanwood Dr.,,I-70 W,R,Saint Louis,St. Louis County,MO,63121,US,US/Central,KSTL,11/11/2019 10:51,31,19,89,29.56,0.5,N,20,0.1,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645405,MapQuest,201,3,11/11/2019 11:10,11/11/2019 13:35,38.553543,-90.268097,,,0,Left lane blocked due to accident on I-55 Southbound at Exit 202B Germania St.,,I-55 S,R,Saint Louis,St. Louis City,MO,63116,US,US/Central,KCPS,11/11/2019 11:12,32,20,92,29.78,0.5,NNW,20,0.03,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645406,MapQuest,201,3,11/11/2019 11:33,11/11/2019 18:00,38.485195,-90.355911,,,0,Right lane blocked due to accident on I-55 Southbound at Exit 195 Butler Hill Rd.,,I-55 N,R,Saint Louis,St. Louis County,MO,63129,US,US/Central,KCPS,11/11/2019 11:53,31,20,89,29.8,0.5,NNW,16,0.05,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645407,MapQuest,201,3,11/11/2019 11:55,11/11/2019 12:24,38.52544,-90.399292,,,0,Right lane blocked due to accident on I-270 Northbound at Exit 3 MO-30 Gravois Rd.,,I-270 S,R,Saint Louis,St. Louis County,MO,63127,US,US/Central,KCPS,11/11/2019 11:53,31,20,89,29.8,0.5,NNW,16,0.05,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645408,MapQuest,245,2,11/11/2019 11:54,11/11/2019 15:51,38.697243,-90.455559,,,0,Two lanes blocked due to accident on MO-364 Northbound at Exits 19 20A 20B I-270 Exits 16 16A 16B.,,MO-364 E,R,Saint Louis,St. Louis County,MO,63146,US,US/Central,KSTL,11/11/2019 11:51,29,17,89,29.59,0.75,N,17,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645409,MapQuest,245,3,11/11/2019 13:28,11/11/2019 16:28,38.507263,-90.338051,,,0,Two lanes blocked due to accident on I-55 Southbound at I-255 .,4234,Rusty Rd,R,Saint Louis,St. Louis County,MO,63128-1973,US,US/Central,KCPS,11/11/2019 13:26,28,15,85,29.83,1,N,18,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645410,MapQuest,241,2,11/11/2019 13:50,11/11/2019 15:11,38.196045,-92.606987,,,0.930000007,Lane blocked due to accident on US-54 Eastbound from Wood River Rd to Osage River Bridge Rd.,,US Highway 54,R,Lake Ozark,Miller,MO,65049,US,US/Central,KAIZ,11/11/2019 13:51,25,14,86,29.44,1,NNW,12,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645411,MapQuest,201,3,11/11/2019 14:38,11/11/2019 15:53,38.643108,-90.189514,,,0,Left lane blocked due to accident on I-70 Eastbound at Exits 249 249A 249B I-44.,901,Howard St,L,St. Louis,St. Louis City,MO,63106,US,US/Central,KCPS,11/11/2019 14:53,26,11,84,29.87,1,NNW,24,0,Light Snow / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645412,MapQuest,201,3,11/11/2019 15:26,11/11/2019 18:22,38.745617,-90.430061,,,0,Three right lane blocked due to accident on I-70 Eastbound after I-270.,,I-70 E,R,Bridgeton,St. Louis County,MO,63044,US,US/Central,KSTL,11/11/2019 15:15,25,13,81,29.66,1,N,14,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-645413,MapQuest,201,3,11/11/2019 15:41,11/11/2019 17:12,38.618519,-90.287956,,,0,3 left lane blocked due to accident on I-44 Eastbound at Exit 286 Hampton Ave.,,I-44 E,R,Saint Louis,St. Louis City,MO,63110,US,US/Central,KCPS,11/11/2019 15:36,26,14,81,29.9,1,N,14,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
